Iteration: 0, Loss: 431.3658142089844, Base Loss: 431.3658142089844, Regularisation Term: 0.0, Hessian Trace: 29.494525909423828
Iteration: 26000, Loss: 246.95294189453125, Base Loss: 246.95294189453125, Regularisation Term: 0.0, Hessian Trace: -4.933976650238037
Iteration: 26000, Loss: 245.95046997070312, Base Loss: 245.95046997070312, Regularisation Term: 0.0, Hessian Trace: -5.186697483062744
Iteration: 27000, Loss: 254.24404907226562, Base Loss: 254.24404907226562, Regularisation Term: 0.0, Hessian Trace: -4.907852649688721
Iteration: 27000, Loss: 243.95596313476562, Base Loss: 243.95596313476562, Regularisation Term: 0.0, Hessian Trace: -4.196081638336182
Iteration: 28000, Loss: 245.6385955810547, Base Loss: 245.6385955810547, Regularisation Term: 0.0, Hessian Trace: -4.855906009674072
Iteration: 28000, Loss: 246.38674926757812, Base Loss: 246.38674926757812, Regularisation Term: 0.0, Hessian Trace: -4.395612716674805
Iteration: 29000, Loss: 239.61729431152344, Base Loss: 239.61729431152344, Regularisation Term: 0.0, Hessian Trace: -4.520323753356934
Iteration: 29000, Loss: 247.6652374267578, Base Loss: 247.6652374267578, Regularisation Term: 0.0, Hessian Trace: -5.185824871063232
Iteration: 30000, Loss: 246.38258361816406, Base Loss: 246.38258361816406, Regularisation Term: 0.0, Hessian Trace: -4.604413986206055
Iteration: 30000, Loss: 244.21888732910156, Base Loss: 244.21888732910156, Regularisation Term: 0.0, Hessian Trace: -4.616297245025635
Iteration: 31000, Loss: 243.83973693847656, Base Loss: 243.83973693847656, Regularisation Term: 0.0, Hessian Trace: -4.536269187927246
Iteration: 31000, Loss: 241.05068969726562, Base Loss: 241.05068969726562, Regularisation Term: 0.0, Hessian Trace: -5.153446674346924
Iteration: 32000, Loss: 241.57037353515625, Base Loss: 241.57037353515625, Regularisation Term: 0.0, Hessian Trace: -4.388448715209961
Iteration: 32000, Loss: 247.27584838867188, Base Loss: 247.27584838867188, Regularisation Term: 0.0, Hessian Trace: -4.397915840148926
Iteration: 33000, Loss: 242.2633514404297, Base Loss: 242.2633514404297, Regularisation Term: 0.0, Hessian Trace: -3.663588285446167
Iteration: 33000, Loss: 241.4217987060547, Base Loss: 241.4217987060547, Regularisation Term: 0.0, Hessian Trace: -4.494234561920166
Iteration: 34000, Loss: 247.21688842773438, Base Loss: 247.21688842773438, Regularisation Term: 0.0, Hessian Trace: -4.9632463455200195
Iteration: 34000, Loss: 240.65199279785156, Base Loss: 240.65199279785156, Regularisation Term: 0.0, Hessian Trace: -5.408692359924316
Iteration: 35000, Loss: 239.61485290527344, Base Loss: 239.61485290527344, Regularisation Term: 0.0, Hessian Trace: -4.75172233581543
Iteration: 35000, Loss: 246.7826690673828, Base Loss: 246.7826690673828, Regularisation Term: 0.0, Hessian Trace: -5.532877445220947
Iteration: 36000, Loss: 243.27777099609375, Base Loss: 243.27777099609375, Regularisation Term: 0.0, Hessian Trace: -4.732571601867676
Iteration: 36000, Loss: 247.37049865722656, Base Loss: 247.37049865722656, Regularisation Term: 0.0, Hessian Trace: -4.884497165679932
Iteration: 37000, Loss: 242.14732360839844, Base Loss: 242.14732360839844, Regularisation Term: 0.0, Hessian Trace: -5.249950408935547
Iteration: 37000, Loss: 242.56101989746094, Base Loss: 242.56101989746094, Regularisation Term: 0.0, Hessian Trace: -5.129230499267578
Iteration: 38000, Loss: 244.49374389648438, Base Loss: 244.49374389648438, Regularisation Term: 0.0, Hessian Trace: -4.316415786743164
Iteration: 38000, Loss: 245.36607360839844, Base Loss: 245.36607360839844, Regularisation Term: 0.0, Hessian Trace: -4.644101142883301
Iteration: 39000, Loss: 241.11672973632812, Base Loss: 241.11672973632812, Regularisation Term: 0.0, Hessian Trace: -4.729841232299805
Iteration: 39000, Loss: 242.4701690673828, Base Loss: 242.4701690673828, Regularisation Term: 0.0, Hessian Trace: -5.326146125793457
Iteration: 40000, Loss: 241.09298706054688, Base Loss: 241.09298706054688, Regularisation Term: 0.0, Hessian Trace: -4.704502105712891
Iteration: 40000, Loss: 243.02439880371094, Base Loss: 243.02439880371094, Regularisation Term: 0.0, Hessian Trace: -5.272517204284668
Iteration: 41000, Loss: 248.0528564453125, Base Loss: 248.0528564453125, Regularisation Term: 0.0, Hessian Trace: -5.740253448486328
Iteration: 41000, Loss: 243.61123657226562, Base Loss: 243.61123657226562, Regularisation Term: 0.0, Hessian Trace: -5.652986526489258
Iteration: 42000, Loss: 246.34657287597656, Base Loss: 246.34657287597656, Regularisation Term: 0.0, Hessian Trace: -5.6440253257751465
Iteration: 42000, Loss: 249.82444763183594, Base Loss: 249.82444763183594, Regularisation Term: 0.0, Hessian Trace: -6.20005464553833
Iteration: 43000, Loss: 237.43338012695312, Base Loss: 237.43338012695312, Regularisation Term: 0.0, Hessian Trace: -5.1182732582092285
Iteration: 43000, Loss: 250.7201385498047, Base Loss: 250.7201385498047, Regularisation Term: 0.0, Hessian Trace: -4.826147556304932
Iteration: 44000, Loss: 243.39022827148438, Base Loss: 243.39022827148438, Regularisation Term: 0.0, Hessian Trace: -6.057201862335205
Iteration: 44000, Loss: 238.68634033203125, Base Loss: 238.68634033203125, Regularisation Term: 0.0, Hessian Trace: -5.681863784790039
Iteration: 45000, Loss: 246.59275817871094, Base Loss: 246.59275817871094, Regularisation Term: 0.0, Hessian Trace: -6.062790870666504
Iteration: 45000, Loss: 245.32052612304688, Base Loss: 245.32052612304688, Regularisation Term: 0.0, Hessian Trace: -5.146326065063477
Iteration: 46000, Loss: 241.490478515625, Base Loss: 241.490478515625, Regularisation Term: 0.0, Hessian Trace: -4.654768466949463
Iteration: 46000, Loss: 240.29966735839844, Base Loss: 240.29966735839844, Regularisation Term: 0.0, Hessian Trace: -4.538206100463867
Iteration: 47000, Loss: 239.95339965820312, Base Loss: 239.95339965820312, Regularisation Term: 0.0, Hessian Trace: -5.061287879943848
Iteration: 47000, Loss: 247.4795379638672, Base Loss: 247.4795379638672, Regularisation Term: 0.0, Hessian Trace: -5.713482856750488
Iteration: 48000, Loss: 241.08168029785156, Base Loss: 241.08168029785156, Regularisation Term: 0.0, Hessian Trace: -5.906409740447998
Iteration: 48000, Loss: 244.94679260253906, Base Loss: 244.94679260253906, Regularisation Term: 0.0, Hessian Trace: -5.643470764160156
Iteration: 49000, Loss: 239.5910186767578, Base Loss: 239.5910186767578, Regularisation Term: 0.0, Hessian Trace: -4.729659557342529
Iteration: 49000, Loss: 243.75146484375, Base Loss: 243.75146484375, Regularisation Term: 0.0, Hessian Trace: -4.511469841003418
Iteration: 50000, Loss: 237.27847290039062, Base Loss: 237.27847290039062, Regularisation Term: 0.0, Hessian Trace: -6.150943279266357
Iteration: 50000, Loss: 244.98406982421875, Base Loss: 244.98406982421875, Regularisation Term: 0.0, Hessian Trace: -5.524529457092285
Iteration: 51000, Loss: 241.37344360351562, Base Loss: 241.37344360351562, Regularisation Term: 0.0, Hessian Trace: -5.102386951446533
Iteration: 51000, Loss: 248.2017364501953, Base Loss: 248.2017364501953, Regularisation Term: 0.0, Hessian Trace: -5.537102699279785
Iteration: 52000, Loss: 243.04824829101562, Base Loss: 243.04824829101562, Regularisation Term: 0.0, Hessian Trace: -4.993719100952148
Iteration: 52000, Loss: 247.5264892578125, Base Loss: 247.5264892578125, Regularisation Term: 0.0, Hessian Trace: -4.581300258636475
Iteration: 53000, Loss: 241.1575469970703, Base Loss: 241.1575469970703, Regularisation Term: 0.0, Hessian Trace: -4.832455158233643
Iteration: 53000, Loss: 245.6759490966797, Base Loss: 245.6759490966797, Regularisation Term: 0.0, Hessian Trace: -5.683549404144287
Iteration: 54000, Loss: 239.1184539794922, Base Loss: 239.1184539794922, Regularisation Term: 0.0, Hessian Trace: -4.481468677520752
Iteration: 54000, Loss: 246.83016967773438, Base Loss: 246.83016967773438, Regularisation Term: 0.0, Hessian Trace: -5.347451686859131
Iteration: 55000, Loss: 239.8610382080078, Base Loss: 239.8610382080078, Regularisation Term: 0.0, Hessian Trace: -6.4524359703063965
Iteration: 55000, Loss: 252.25364685058594, Base Loss: 252.25364685058594, Regularisation Term: 0.0, Hessian Trace: -5.952812194824219
Iteration: 56000, Loss: 236.51844787597656, Base Loss: 236.51844787597656, Regularisation Term: 0.0, Hessian Trace: -5.413567066192627
Iteration: 56000, Loss: 245.27931213378906, Base Loss: 245.27931213378906, Regularisation Term: 0.0, Hessian Trace: -5.701648235321045
Iteration: 57000, Loss: 243.39389038085938, Base Loss: 243.39389038085938, Regularisation Term: 0.0, Hessian Trace: -5.391595363616943
Iteration: 57000, Loss: 243.02049255371094, Base Loss: 243.02049255371094, Regularisation Term: 0.0, Hessian Trace: -4.844419479370117
Iteration: 58000, Loss: 248.51876831054688, Base Loss: 248.51876831054688, Regularisation Term: 0.0, Hessian Trace: -6.26649284362793
Iteration: 58000, Loss: 244.8603973388672, Base Loss: 244.8603973388672, Regularisation Term: 0.0, Hessian Trace: -5.655899524688721
Iteration: 59000, Loss: 241.1708221435547, Base Loss: 241.1708221435547, Regularisation Term: 0.0, Hessian Trace: -5.390087127685547
Iteration: 59000, Loss: 248.1346435546875, Base Loss: 248.1346435546875, Regularisation Term: 0.0, Hessian Trace: -6.228908061981201
Iteration: 60000, Loss: 239.98001098632812, Base Loss: 239.98001098632812, Regularisation Term: 0.0, Hessian Trace: -5.979559898376465
Iteration: 60000, Loss: 245.04837036132812, Base Loss: 245.04837036132812, Regularisation Term: 0.0, Hessian Trace: -5.660750389099121
Iteration: 61000, Loss: 235.50830078125, Base Loss: 235.50830078125, Regularisation Term: 0.0, Hessian Trace: -5.9229044914245605
Iteration: 61000, Loss: 247.75914001464844, Base Loss: 247.75914001464844, Regularisation Term: 0.0, Hessian Trace: -5.765997409820557
Iteration: 62000, Loss: 237.6913604736328, Base Loss: 237.6913604736328, Regularisation Term: 0.0, Hessian Trace: -6.474432468414307
Iteration: 62000, Loss: 248.4157257080078, Base Loss: 248.4157257080078, Regularisation Term: 0.0, Hessian Trace: -6.448922634124756
Iteration: 63000, Loss: 233.11334228515625, Base Loss: 233.11334228515625, Regularisation Term: 0.0, Hessian Trace: -6.280848503112793
Iteration: 63000, Loss: 249.4624481201172, Base Loss: 249.4624481201172, Regularisation Term: 0.0, Hessian Trace: -6.746338844299316
Iteration: 64000, Loss: 244.4014129638672, Base Loss: 244.4014129638672, Regularisation Term: 0.0, Hessian Trace: -6.147922992706299
Iteration: 64000, Loss: 252.27029418945312, Base Loss: 252.27029418945312, Regularisation Term: 0.0, Hessian Trace: -6.38220739364624
Iteration: 65000, Loss: 237.4454803466797, Base Loss: 237.4454803466797, Regularisation Term: 0.0, Hessian Trace: -6.384181976318359
Iteration: 65000, Loss: 251.3900146484375, Base Loss: 251.3900146484375, Regularisation Term: 0.0, Hessian Trace: -5.817864418029785
Iteration: 66000, Loss: 233.77394104003906, Base Loss: 233.77394104003906, Regularisation Term: 0.0, Hessian Trace: -6.0920610427856445
Iteration: 66000, Loss: 246.96343994140625, Base Loss: 246.96343994140625, Regularisation Term: 0.0, Hessian Trace: -6.622961521148682
Iteration: 67000, Loss: 239.39736938476562, Base Loss: 239.39736938476562, Regularisation Term: 0.0, Hessian Trace: -7.435609340667725
Iteration: 67000, Loss: 249.30914306640625, Base Loss: 249.30914306640625, Regularisation Term: 0.0, Hessian Trace: -6.514544486999512
Iteration: 68000, Loss: 250.16970825195312, Base Loss: 250.16970825195312, Regularisation Term: 0.0, Hessian Trace: -6.030035972595215
Iteration: 68000, Loss: 247.7034149169922, Base Loss: 247.7034149169922, Regularisation Term: 0.0, Hessian Trace: -5.829257011413574
Iteration: 69000, Loss: 237.36578369140625, Base Loss: 237.36578369140625, Regularisation Term: 0.0, Hessian Trace: -5.255843639373779
Iteration: 69000, Loss: 248.83499145507812, Base Loss: 248.83499145507812, Regularisation Term: 0.0, Hessian Trace: -6.160452842712402
Iteration: 70000, Loss: 240.47097778320312, Base Loss: 240.47097778320312, Regularisation Term: 0.0, Hessian Trace: -6.357198715209961
Iteration: 70000, Loss: 247.29904174804688, Base Loss: 247.29904174804688, Regularisation Term: 0.0, Hessian Trace: -6.00167989730835
Iteration: 71000, Loss: 243.1954803466797, Base Loss: 243.1954803466797, Regularisation Term: 0.0, Hessian Trace: -6.180248737335205
Iteration: 71000, Loss: 250.51202392578125, Base Loss: 250.51202392578125, Regularisation Term: 0.0, Hessian Trace: -6.617864608764648
Iteration: 72000, Loss: 245.27532958984375, Base Loss: 245.27532958984375, Regularisation Term: 0.0, Hessian Trace: -6.665293216705322
Iteration: 72000, Loss: 245.97679138183594, Base Loss: 245.97679138183594, Regularisation Term: 0.0, Hessian Trace: -6.347939491271973
Iteration: 73000, Loss: 241.12890625, Base Loss: 241.12890625, Regularisation Term: 0.0, Hessian Trace: -5.776340484619141
Iteration: 73000, Loss: 250.99073791503906, Base Loss: 250.99073791503906, Regularisation Term: 0.0, Hessian Trace: -6.054044723510742
Iteration: 74000, Loss: 232.74542236328125, Base Loss: 232.74542236328125, Regularisation Term: 0.0, Hessian Trace: -6.985970973968506
Iteration: 74000, Loss: 247.1916961669922, Base Loss: 247.1916961669922, Regularisation Term: 0.0, Hessian Trace: -6.345791816711426
Iteration: 75000, Loss: 240.1969451904297, Base Loss: 240.1969451904297, Regularisation Term: 0.0, Hessian Trace: -6.421005725860596
Iteration: 75000, Loss: 244.21347045898438, Base Loss: 244.21347045898438, Regularisation Term: 0.0, Hessian Trace: -6.867749214172363
Iteration: 76000, Loss: 244.19493103027344, Base Loss: 244.19493103027344, Regularisation Term: 0.0, Hessian Trace: -6.508810043334961
Iteration: 76000, Loss: 249.7454376220703, Base Loss: 249.7454376220703, Regularisation Term: 0.0, Hessian Trace: -6.793753623962402
Iteration: 77000, Loss: 243.71408081054688, Base Loss: 243.71408081054688, Regularisation Term: 0.0, Hessian Trace: -6.22594690322876
Iteration: 77000, Loss: 248.57723999023438, Base Loss: 248.57723999023438, Regularisation Term: 0.0, Hessian Trace: -6.8621110916137695
Iteration: 78000, Loss: 241.33982849121094, Base Loss: 241.33982849121094, Regularisation Term: 0.0, Hessian Trace: -6.456996917724609
Iteration: 78000, Loss: 252.22726440429688, Base Loss: 252.22726440429688, Regularisation Term: 0.0, Hessian Trace: -6.307983875274658
Iteration: 79000, Loss: 236.86068725585938, Base Loss: 236.86068725585938, Regularisation Term: 0.0, Hessian Trace: -7.093307971954346
Iteration: 79000, Loss: 250.2109375, Base Loss: 250.2109375, Regularisation Term: 0.0, Hessian Trace: -7.10991907119751
Iteration: 80000, Loss: 235.88967895507812, Base Loss: 235.88967895507812, Regularisation Term: 0.0, Hessian Trace: -7.891715049743652
Iteration: 80000, Loss: 249.2081756591797, Base Loss: 249.2081756591797, Regularisation Term: 0.0, Hessian Trace: -8.500720977783203
Iteration: 81000, Loss: 238.7355194091797, Base Loss: 238.7355194091797, Regularisation Term: 0.0, Hessian Trace: -6.106836318969727
Iteration: 81000, Loss: 245.881591796875, Base Loss: 245.881591796875, Regularisation Term: 0.0, Hessian Trace: -5.9662184715271
Iteration: 82000, Loss: 241.93896484375, Base Loss: 241.93896484375, Regularisation Term: 0.0, Hessian Trace: -7.834965229034424
Iteration: 82000, Loss: 248.4241485595703, Base Loss: 248.4241485595703, Regularisation Term: 0.0, Hessian Trace: -6.251839637756348
Iteration: 83000, Loss: 240.59161376953125, Base Loss: 240.59161376953125, Regularisation Term: 0.0, Hessian Trace: -7.650235652923584
Iteration: 83000, Loss: 247.7364959716797, Base Loss: 247.7364959716797, Regularisation Term: 0.0, Hessian Trace: -6.432065486907959
Iteration: 84000, Loss: 240.7646942138672, Base Loss: 240.7646942138672, Regularisation Term: 0.0, Hessian Trace: -7.962523460388184
Iteration: 84000, Loss: 249.4483642578125, Base Loss: 249.4483642578125, Regularisation Term: 0.0, Hessian Trace: -6.8643317222595215
Iteration: 85000, Loss: 231.96107482910156, Base Loss: 231.96107482910156, Regularisation Term: 0.0, Hessian Trace: -7.129345417022705
Iteration: 85000, Loss: 249.87388610839844, Base Loss: 249.87388610839844, Regularisation Term: 0.0, Hessian Trace: -6.827922344207764
Iteration: 86000, Loss: 240.9872283935547, Base Loss: 240.9872283935547, Regularisation Term: 0.0, Hessian Trace: -7.896371364593506
Iteration: 86000, Loss: 245.8876953125, Base Loss: 245.8876953125, Regularisation Term: 0.0, Hessian Trace: -6.244704723358154
Iteration: 87000, Loss: 237.6901397705078, Base Loss: 237.6901397705078, Regularisation Term: 0.0, Hessian Trace: -6.588803768157959
Iteration: 87000, Loss: 251.7010498046875, Base Loss: 251.7010498046875, Regularisation Term: 0.0, Hessian Trace: -6.6817626953125
Iteration: 88000, Loss: 243.03494262695312, Base Loss: 243.03494262695312, Regularisation Term: 0.0, Hessian Trace: -6.8586745262146
Iteration: 88000, Loss: 257.3859558105469, Base Loss: 257.3859558105469, Regularisation Term: 0.0, Hessian Trace: -7.707449436187744
Iteration: 89000, Loss: 240.74533081054688, Base Loss: 240.74533081054688, Regularisation Term: 0.0, Hessian Trace: -7.329704284667969
Iteration: 89000, Loss: 250.22384643554688, Base Loss: 250.22384643554688, Regularisation Term: 0.0, Hessian Trace: -8.153639793395996
Iteration: 90000, Loss: 242.13636779785156, Base Loss: 242.13636779785156, Regularisation Term: 0.0, Hessian Trace: -7.535598278045654
Iteration: 90000, Loss: 247.7771759033203, Base Loss: 247.7771759033203, Regularisation Term: 0.0, Hessian Trace: -7.639578819274902
Iteration: 91000, Loss: 238.2310791015625, Base Loss: 238.2310791015625, Regularisation Term: 0.0, Hessian Trace: -7.5106964111328125
Iteration: 91000, Loss: 254.2386932373047, Base Loss: 254.2386932373047, Regularisation Term: 0.0, Hessian Trace: -7.454697132110596
Iteration: 92000, Loss: 230.88331604003906, Base Loss: 230.88331604003906, Regularisation Term: 0.0, Hessian Trace: -5.581974506378174
Iteration: 92000, Loss: 248.9762420654297, Base Loss: 248.9762420654297, Regularisation Term: 0.0, Hessian Trace: -6.718894004821777
Iteration: 93000, Loss: 238.4332275390625, Base Loss: 238.4332275390625, Regularisation Term: 0.0, Hessian Trace: -7.563107490539551
Iteration: 93000, Loss: 248.51402282714844, Base Loss: 248.51402282714844, Regularisation Term: 0.0, Hessian Trace: -7.894172668457031
Iteration: 94000, Loss: 240.24627685546875, Base Loss: 240.24627685546875, Regularisation Term: 0.0, Hessian Trace: -7.092471122741699
Iteration: 94000, Loss: 244.6897430419922, Base Loss: 244.6897430419922, Regularisation Term: 0.0, Hessian Trace: -7.250256538391113
Iteration: 95000, Loss: 245.37852478027344, Base Loss: 245.37852478027344, Regularisation Term: 0.0, Hessian Trace: -8.093100547790527
Iteration: 95000, Loss: 261.445556640625, Base Loss: 261.445556640625, Regularisation Term: 0.0, Hessian Trace: -8.814990997314453
Iteration: 96000, Loss: 239.7089080810547, Base Loss: 239.7089080810547, Regularisation Term: 0.0, Hessian Trace: -8.457728385925293
Iteration: 96000, Loss: 246.3677978515625, Base Loss: 246.3677978515625, Regularisation Term: 0.0, Hessian Trace: -8.341680526733398
Iteration: 97000, Loss: 233.10107421875, Base Loss: 233.10107421875, Regularisation Term: 0.0, Hessian Trace: -7.040445327758789
Iteration: 97000, Loss: 250.9375457763672, Base Loss: 250.9375457763672, Regularisation Term: 0.0, Hessian Trace: -6.614759922027588
Iteration: 98000, Loss: 239.029541015625, Base Loss: 239.029541015625, Regularisation Term: 0.0, Hessian Trace: -8.152111053466797
Iteration: 98000, Loss: 256.7996520996094, Base Loss: 256.7996520996094, Regularisation Term: 0.0, Hessian Trace: -7.917660713195801
Iteration: 99000, Loss: 239.49501037597656, Base Loss: 239.49501037597656, Regularisation Term: 0.0, Hessian Trace: -7.900552272796631
Iteration: 99000, Loss: 250.59304809570312, Base Loss: 250.59304809570312, Regularisation Term: 0.0, Hessian Trace: -7.434882164001465
Iteration: 100000, Loss: 248.3889617919922, Base Loss: 248.3889617919922, Regularisation Term: 0.0, Hessian Trace: -8.679661750793457
Iteration: 100000, Loss: 256.1943359375, Base Loss: 256.1943359375, Regularisation Term: 0.0, Hessian Trace: -7.659847259521484
Iteration: 101000, Loss: 235.28448486328125, Base Loss: 235.28448486328125, Regularisation Term: 0.0, Hessian Trace: -6.299337863922119
Iteration: 101000, Loss: 254.76754760742188, Base Loss: 254.76754760742188, Regularisation Term: 0.0, Hessian Trace: -6.795568943023682
Iteration: 102000, Loss: 239.44717407226562, Base Loss: 239.44717407226562, Regularisation Term: 0.0, Hessian Trace: -6.861772060394287
Iteration: 102000, Loss: 252.82421875, Base Loss: 252.82421875, Regularisation Term: 0.0, Hessian Trace: -7.701284885406494
Iteration: 103000, Loss: 242.953369140625, Base Loss: 242.953369140625, Regularisation Term: 0.0, Hessian Trace: -7.452112674713135
Iteration: 103000, Loss: 253.8680419921875, Base Loss: 253.8680419921875, Regularisation Term: 0.0, Hessian Trace: -7.7805657386779785
Iteration: 104000, Loss: 242.25238037109375, Base Loss: 242.25238037109375, Regularisation Term: 0.0, Hessian Trace: -8.106467247009277
